Symbol
AI
ASAN
AVLR
BILL
BOX
CLDR
COMP
FSLY
GDDY
HUBS
NOW
PANW
PATH
PLAN
PLTR
PSTG
RBLX
SNAP
SNOW
SQ
TDC
TWTR
UBER
VMW
YELP
Symbol
AAL
AAPL
ABNB
ADBE
ADI
ADP
ADSK
AFRM
AKAM
ALKT
AMD
AMZN
AXON
CERN
CFLT
CHKP
CMCSA
COIN
COST
COUP
CRWD
CSCO
CTSH
DBX
DDOG
DISH
DKNG
DOCU
DUOL
EA
EBAY
EQIX
ETSY
EXPE
FB
FEYE
FFIV
FIVN
FORM
FROG
FTDR
FTNT
GOOG
GOOGL
GRMN
GT
HON
HOOD
INTC
INTU
IRBT
ISRG
JACK
JBLU
JD
LOGI
LYFT
MCFE
MCHP
MDB
ME
MRVL
MSFT
MSTR
MU
NDAQ
NFLX
NICE
NTNX
NVDA
OKTA
PFPT
PYPL
PZZA
QCOM
QLYS
RDFN
RIOT
ROKU
SBUX
SPLK
TSLA
WDAY
WEN
ZM
ZS
SHOP
